strain,replicate,metric,intensity
svs021-svs021,rep1,median_gfp,55.0
svs021-svs021,rep1,median_gfp,107.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,67.0
svs021-svs021,rep1,median_gfp,70.0
svs021-svs021,rep1,median_gfp,54.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,139.0
svs021-svs021,rep1,median_gfp,106.0
svs021-svs021,rep1,median_gfp,151.0
svs021-svs021,rep1,median_gfp,103.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,79.0
svs021-svs021,rep1,median_gfp,102.0
svs021-svs021,rep1,median_gfp,95.0
svs021-svs021,rep1,median_gfp,50.0
svs021-svs021,rep1,median_gfp,134.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,87.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,156.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,103.0
svs021-svs021,rep1,median_gfp,118.0
svs021-svs021,rep1,median_gfp,71.0
svs021-svs021,rep1,median_gfp,43.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,141.0
svs021-svs021,rep1,median_gfp,100.0
svs021-svs021,rep1,median_gfp,110.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,66.0
svs021-svs021,rep1,median_gfp,123.0
svs021-svs021,rep1,median_gfp,86.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,108.0
svs021-svs021,rep1,median_gfp,48.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,141.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,70.0
svs021-svs021,rep1,median_gfp,136.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,61.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,145.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,172.0
svs021-svs021,rep1,median_gfp,88.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,90.0
svs021-svs021,rep1,median_gfp,100.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,122.0
svs021-svs021,rep1,median_gfp,199.0
svs021-svs021,rep1,median_gfp,34.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,148.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,120.0
svs021-svs021,rep1,median_gfp,145.0
svs021-svs021,rep1,median_gfp,129.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,108.0
svs021-svs021,rep1,median_gfp,373.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,148.0
svs021-svs021,rep1,median_gfp,57.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,282.0
svs021-svs021,rep1,median_gfp,57.0
svs021-svs021,rep1,median_gfp,44.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,67.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,131.0
svs021-svs021,rep1,median_gfp,110.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,89.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,74.0
svs021-svs021,rep1,median_gfp,33.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,156.0
svs021-svs021,rep1,median_gfp,301.0
svs021-svs021,rep1,median_gfp,78.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,106.0
svs021-svs021,rep1,median_gfp,28.0
svs021-svs021,rep1,median_gfp,60.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,152.0
svs021-svs021,rep1,median_gfp,67.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,149.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,111.0
svs021-svs021,rep1,median_gfp,52.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,142.0
svs021-svs021,rep1,median_gfp,107.0
svs021-svs021,rep1,median_gfp,106.0
svs021-svs021,rep1,median_gfp,71.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,156.0
svs021-svs021,rep1,median_gfp,44.0
svs021-svs021,rep1,median_gfp,71.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,188.0
svs021-svs021,rep1,median_gfp,145.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,88.0
svs021-svs021,rep1,median_gfp,107.0
svs021-svs021,rep1,median_gfp,58.0
svs021-svs021,rep1,median_gfp,120.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,64.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,202.0
svs021-svs021,rep1,median_gfp,64.0
svs021-svs021,rep1,median_gfp,88.0
svs021-svs021,rep1,median_gfp,181.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,67.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,48.0
svs021-svs021,rep1,median_gfp,181.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,185.0
svs021-svs021,rep1,median_gfp,142.0
svs021-svs021,rep1,median_gfp,118.0
svs021-svs021,rep1,median_gfp,135.0
svs021-svs021,rep1,median_gfp,107.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,114.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,183.0
svs021-svs021,rep1,median_gfp,119.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,106.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,67.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,111.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,38.0
svs021-svs021,rep1,median_gfp,95.0
svs021-svs021,rep1,median_gfp,70.0
svs021-svs021,rep1,median_gfp,71.0
svs021-svs021,rep1,median_gfp,71.0
svs021-svs021,rep1,median_gfp,130.0
svs021-svs021,rep1,median_gfp,95.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,243.0
svs021-svs021,rep1,median_gfp,156.0
svs021-svs021,rep1,median_gfp,145.0
svs021-svs021,rep1,median_gfp,56.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,178.0
svs021-svs021,rep1,median_gfp,153.0
svs021-svs021,rep1,median_gfp,74.0
svs021-svs021,rep1,median_gfp,55.0
svs021-svs021,rep1,median_gfp,44.0
svs021-svs021,rep1,median_gfp,131.0
svs021-svs021,rep1,median_gfp,72.0
svs021-svs021,rep1,median_gfp,72.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,69.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,48.0
svs021-svs021,rep1,median_gfp,187.0
svs021-svs021,rep1,median_gfp,100.0
svs021-svs021,rep1,median_gfp,136.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,156.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,107.0
svs021-svs021,rep1,median_gfp,249.0
svs021-svs021,rep1,median_gfp,156.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,48.0
svs021-svs021,rep1,median_gfp,118.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,80.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,149.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,160.0
svs021-svs021,rep1,median_gfp,100.0
svs021-svs021,rep1,median_gfp,114.0
svs021-svs021,rep1,median_gfp,122.0
svs021-svs021,rep1,median_gfp,158.0
svs021-svs021,rep1,median_gfp,59.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,48.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,45.0
svs021-svs021,rep1,median_gfp,296.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,122.0
svs021-svs021,rep1,median_gfp,152.0
svs021-svs021,rep1,median_gfp,120.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,57.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,156.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,61.0
svs021-svs021,rep1,median_gfp,107.0
svs021-svs021,rep1,median_gfp,77.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,111.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,64.0
svs021-svs021,rep1,median_gfp,88.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,123.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,106.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,102.0
svs021-svs021,rep1,median_gfp,133.0
svs021-svs021,rep1,median_gfp,292.0
svs021-svs021,rep1,median_gfp,136.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,70.0
svs021-svs021,rep1,median_gfp,89.0
svs021-svs021,rep1,median_gfp,134.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,142.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,78.0
svs021-svs021,rep1,median_gfp,95.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,110.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,75.0
svs021-svs021,rep1,median_gfp,32.0
svs021-svs021,rep1,median_gfp,87.0
svs021-svs021,rep1,median_gfp,74.0
svs021-svs021,rep1,median_gfp,95.0
svs021-svs021,rep1,median_gfp,32.0
svs021-svs021,rep1,median_gfp,74.0
svs021-svs021,rep1,median_gfp,41.0
svs021-svs021,rep1,median_gfp,89.0
svs021-svs021,rep1,median_gfp,165.0
svs021-svs021,rep1,median_gfp,69.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,131.0
svs021-svs021,rep1,median_gfp,153.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,157.0
svs021-svs021,rep1,median_gfp,87.0
svs021-svs021,rep1,median_gfp,152.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,75.0
svs021-svs021,rep1,median_gfp,129.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,256.0
svs021-svs021,rep1,median_gfp,60.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,192.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,44.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,60.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,114.0
svs021-svs021,rep1,median_gfp,166.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,147.0
svs021-svs021,rep1,median_gfp,70.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,129.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,39.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,40.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,100.0
svs021-svs021,rep1,median_gfp,60.0
svs021-svs021,rep1,median_gfp,80.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,175.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,181.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,149.0
svs021-svs021,rep1,median_gfp,89.0
svs021-svs021,rep1,median_gfp,72.0
svs021-svs021,rep1,median_gfp,161.0
svs021-svs021,rep1,median_gfp,108.0
svs021-svs021,rep1,median_gfp,128.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,144.0
svs021-svs021,rep1,median_gfp,129.0
svs021-svs021,rep1,median_gfp,83.0
svs021-svs021,rep1,median_gfp,80.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,185.0
svs021-svs021,rep1,median_gfp,141.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,52.0
svs021-svs021,rep1,median_gfp,155.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,128.0
svs021-svs021,rep1,median_gfp,120.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,217.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,147.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,150.0
svs021-svs021,rep1,median_gfp,148.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,78.0
svs021-svs021,rep1,median_gfp,189.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,136.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,57.0
svs021-svs021,rep1,median_gfp,189.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,237.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,111.0
svs021-svs021,rep1,median_gfp,153.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,37.0
svs021-svs021,rep1,median_gfp,212.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,80.0
svs021-svs021,rep1,median_gfp,69.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,86.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,116.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,63.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,70.0
svs021-svs021,rep1,median_gfp,99.0
svs021-svs021,rep1,median_gfp,107.0
svs021-svs021,rep1,median_gfp,90.0
svs021-svs021,rep1,median_gfp,102.0
svs021-svs021,rep1,median_gfp,134.0
svs021-svs021,rep1,median_gfp,55.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,50.0
svs021-svs021,rep1,median_gfp,67.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,159.0
svs021-svs021,rep1,median_gfp,71.0
svs021-svs021,rep1,median_gfp,54.0
svs021-svs021,rep1,median_gfp,129.0
svs021-svs021,rep1,median_gfp,172.0
svs021-svs021,rep1,median_gfp,72.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,122.0
svs021-svs021,rep1,median_gfp,183.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,71.0
svs021-svs021,rep1,median_gfp,80.0
svs021-svs021,rep1,median_gfp,139.0
svs021-svs021,rep1,median_gfp,131.0
svs021-svs021,rep1,median_gfp,45.0
svs021-svs021,rep1,median_gfp,69.0
svs021-svs021,rep1,median_gfp,133.0
svs021-svs021,rep1,median_gfp,143.0
svs021-svs021,rep1,median_gfp,89.0
svs021-svs021,rep1,median_gfp,73.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,161.0
svs021-svs021,rep1,median_gfp,138.0
svs021-svs021,rep1,median_gfp,157.0
svs021-svs021,rep1,median_gfp,77.0
svs021-svs021,rep1,median_gfp,77.0
svs021-svs021,rep1,median_gfp,123.0
svs021-svs021,rep1,median_gfp,218.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,72.0
svs021-svs021,rep1,median_gfp,77.0
svs021-svs021,rep1,median_gfp,260.0
svs021-svs021,rep1,median_gfp,108.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,145.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,88.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,105.0
svs021-svs021,rep1,median_gfp,108.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,64.0
svs021-svs021,rep1,median_gfp,40.0
svs021-svs021,rep1,median_gfp,130.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,74.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,145.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,57.0
svs021-svs021,rep1,median_gfp,64.0
svs021-svs021,rep1,median_gfp,55.0
svs021-svs021,rep1,median_gfp,130.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,51.0
svs021-svs021,rep1,median_gfp,120.0
svs021-svs021,rep1,median_gfp,122.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,102.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,144.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,124.0
svs021-svs021,rep1,median_gfp,45.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,237.0
svs021-svs021,rep1,median_gfp,96.0
svs021-svs021,rep1,median_gfp,108.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,125.0
svs021-svs021,rep1,median_gfp,64.0
svs021-svs021,rep1,median_gfp,129.0
svs021-svs021,rep1,median_gfp,67.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,64.0
svs021-svs021,rep1,median_gfp,137.0
svs021-svs021,rep1,median_gfp,126.0
svs021-svs021,rep1,median_gfp,116.0
svs021-svs021,rep1,median_gfp,109.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,53.0
svs021-svs021,rep1,median_gfp,103.0
svs021-svs021,rep1,median_gfp,45.0
svs021-svs021,rep1,median_gfp,180.0
svs021-svs021,rep1,median_gfp,79.0
svs021-svs021,rep1,median_gfp,151.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,55.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,92.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,88.0
svs021-svs021,rep1,median_gfp,76.0
svs021-svs021,rep1,median_gfp,106.0
svs021-svs021,rep1,median_gfp,86.0
svs021-svs021,rep1,median_gfp,37.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,116.0
svs021-svs021,rep1,median_gfp,84.0
svs021-svs021,rep1,median_gfp,72.0
svs021-svs021,rep1,median_gfp,85.0
svs021-svs021,rep1,median_gfp,147.0
svs021-svs021,rep1,median_gfp,100.0
svs021-svs021,rep1,median_gfp,221.0
svs021-svs021,rep1,median_gfp,112.0
svs021-svs021,rep1,median_gfp,116.0
svs021-svs021,rep1,median_gfp,88.0
svs021-svs021,rep1,median_gfp,518.0
svs021-svs021,rep1,median_gfp,37.0
svs021-svs021,rep1,median_gfp,111.0
svs021-svs021,rep1,median_gfp,121.0
svs021-svs021,rep1,median_gfp,214.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,75.0
svs021-svs021,rep1,median_gfp,103.0
svs021-svs021,rep1,median_gfp,83.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,110.0
svs021-svs021,rep1,median_gfp,103.0
svs021-svs021,rep1,median_gfp,142.0
svs021-svs021,rep1,median_gfp,39.0
svs021-svs021,rep1,median_gfp,86.0
svs021-svs021,rep1,median_gfp,129.0
svs021-svs021,rep1,median_gfp,138.0
svs021-svs021,rep1,median_gfp,114.0
svs021-svs021,rep1,median_gfp,151.0
svs021-svs021,rep1,median_gfp,80.0
svs021-svs021,rep1,median_gfp,104.0
svs021-svs021,rep1,median_gfp,55.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,82.0
svs021-svs021,rep1,median_gfp,159.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,110.0
svs021-svs021,rep1,median_gfp,202.0
svs021-svs021,rep1,median_gfp,79.0
svs021-svs021,rep1,median_gfp,59.0
svs021-svs021,rep1,median_gfp,122.0
svs021-svs021,rep1,median_gfp,94.0
svs021-svs021,rep1,median_gfp,50.0
svs021-svs021,rep1,median_gfp,148.0
svs021-svs021,rep1,median_gfp,115.0
svs021-svs021,rep1,median_gfp,127.0
svs021-svs021,rep1,median_gfp,98.0
svs021-svs021,rep1,median_gfp,137.0
svs021-svs021,rep1,median_gfp,113.0
svs021-svs021,rep1,median_gfp,37.0
svs021-svs021,rep1,median_gfp,93.0
svs021-svs021,rep1,median_gfp,352.0
svs021-svs021,rep1,median_gfp,62.0
svs021-svs021,rep1,median_gfp,65.0
svs021-svs021,rep1,median_gfp,68.0
svs021-svs021,rep1,median_gfp,97.0
svs021-svs021,rep1,median_gfp,101.0
svs021-svs021,rep1,median_gfp,77.0
svs021-svs021,rep1,median_gfp,48.0
svs021-svs021,rep1,median_gfp,48.0
svs021-svs021,rep1,median_gfp,81.0
svs021-svs021,rep1,median_gfp,117.0
svs021-svs021,rep1,median_gfp,93.0
